Faculty,Department,Code,Title,Class,Vacancy,Demand,Successful (Main),Successful (Reserve),Quota Exceeded,Timetable Clashes,Workload Exceeded,Others
College of Design and Eng,Electrical & Computer Eng,EE5701,HIGH VOLTAGE TESTING AND SWITCHGEAR,L01,2147483647,11,11,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5702,ADVANCED POWER SYSTEM ANALYSIS,L01,2147483647,8,7,0,0,0,0,1
College of Design and Eng,Electrical & Computer Eng,EE5703,Industrial Drives,L01,2147483647,17,13,0,4,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5731,Visual Computing,L01,2147483647,15,15,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5831,Electromagnetic Wave Theory,L01,2147483647,26,25,0,0,0,0,1
College of Design and Eng,Electrical & Computer Eng,EE5907,Pattern Recognition,L01,2147483647,15,15,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6004,Selected Advanced Topics In EM Modelling,L01,2147483647,1,1,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6110,Special Topics in Automation and Control (Advanced),L01,2147483647,1,1,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6139,Information Theory and its Applications (Advanced),L01,2147483647,5,5,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6439,Micro/Nano Electromechanical Systems (Advanced),L01,2147483647,8,5,0,3,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6733,Advanced Topics on Vision and Machine Learning,L01,2147483647,10,7,0,3,0,0,0
College of Design and Eng,Electrical & Computer Eng,ME5401,LINEAR SYSTEMS,L01,140,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5001,Operations Research for Decision Making,L1,51,29,27,0,0,0,0,2
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5004,Stochastic Models and Their Applications,L1,45,22,21,0,0,0,0,1
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5005,Data Analytics for Industrial Engineers,L1,99,15,10,0,0,0,0,5
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5105,Modelling for Supply Chain Systems,L1,56,22,22,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5121,Quality Planning And Management,L1,30,29,29,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5123,Reliability Engineering and Asset Management,L1,24,22,22,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5203,Decision Analysis,L1,53,20,20,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5206,Energy and Sustainability: A Systems Approach,L1,9,1,0,0,0,0,0,1
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5208,Systems Approach To Project Management,L1,32,38,4,0,0,0,0,34
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5301,Human Factors In Engineering And Design,L1,19,21,19,0,1,0,0,1
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5600,Applied Programming for Industrial Systems,L1,64,21,18,0,0,0,0,3
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5881,Selected Topics in Industrial Engineering,L1,25,27,21,0,0,0,0,6
College of Design and Eng,Industrial Systems Eng & Mgmt,IE6001,Foundations of Optimization,L1,18,2,0,0,0,0,0,2
College of Design and Eng,Industrial Systems Eng & Mgmt,IE6002,ADVANCED ENGINEERING STATISTICS,L1,19,1,0,0,0,0,0,1
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5001,Intellectual Property Management & Innovation Strategy,L1,50,4,4,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5006,Value Creation Through Product Development,L1,44,8,3,0,0,0,0,5
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5007,MANAGEMENT OF TECHNOLOGICAL INNOVATION,L1,50,2,2,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5007G,MANAGEMENT OF TECHNOLOGICAL INNOVATION,L1,60,3,3,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5008,Internal and Collaborative Corporate Entrepreneurship,L1,30,13,12,0,0,0,0,1
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5011,Business Finance in the Technology Industry,L1,40,3,3,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5012,Marketing of Technology Products in the Digital Era,L1,50,10,10,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5020,Managing the Human elements of Technology Management,L1,20,16,16,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5913,TechLaunch - Experiential Entrepreneurship,L1,32,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5920,Enterprise Development,L1,32,2,2,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5922,Concepts and Application of Engineering Leadership,L1,39,19,19,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MTM5001,Maritime Industry Fundamentals,L1,80,3,0,0,0,0,0,3
College of Design and Eng,Industrial Systems Eng & Mgmt,MTM5002,Port Logistics and Supply Chain,L1,70,3,0,0,0,0,0,3
College of Design and Eng,Mechanical Engineering,ME5106,Engineering Acoustics,L01,115,3,0,0,0,0,0,3
College of Design and Eng,Mechanical Engineering,ME5204,AIR CONDITIONING AND BUILDING AUTOMATION,L01,95,6,0,0,0,0,0,6
College of Design and Eng,Mechanical Engineering,ME5209,Energy Technologies and Systems,L01,90,4,0,0,0,0,0,4
College of Design and Eng,Mechanical Engineering,ME5306,Compressible and High-Speed Flow,L01,145,1,0,0,0,0,0,1
College of Design and Eng,Mechanical Engineering,ME5405,Machine Vision,L01,174,2,0,0,0,0,0,2
College of Design and Eng,Mechanical Engineering,ME5412,Robotics for Healthcare,L01,95,1,0,0,0,0,0,1
College of Design and Eng,Mechanical Engineering,ME5417,Autonomous Spacecraft Dynamics and Control,L01,60,1,0,0,0,0,0,1
College of Design and Eng,Mechanical Engineering,ME5420,Advanced Robot Mechanics and Control,L01,95,3,0,0,0,0,0,3
College of Design and Eng,Mechanical Engineering,ME5422,Computer Control and Applications,L01,75,1,0,0,0,0,0,1
College of Design and Eng,Mechanical Engineering,ME5513,"Deformation, Fracture and Fatigue of Materials",L01,144,3,0,0,0,0,0,3
College of Design and Eng,Mechanical Engineering,ME5517,Nature-inspired Materials and Design,L01,145,5,0,0,0,0,0,5
College of Design and Eng,Mechanical Engineering,ME5608,Additive and Non-Conventional Manufacturing Processes,L01,114,4,0,0,0,0,0,4
College of Design and Eng,Mechanical Engineering,ME5616,Material Processing of Cellular Solids,L01,75,4,0,0,0,0,0,4
College of Design and Eng,Mechanical Engineering,ME5701,Mathematics for Engineering Research,L01,80,1,0,0,0,0,0,1
College of Design and Eng,Mechanical Engineering,ME6108,Advances in Vibroacoustics,L01,40,1,0,0,0,0,0,1
College of Design and Eng,Mechanical Engineering,ME6401,TOPICS IN MECHATRONICS 1,L01,69,4,0,0,0,0,0,4
College of Design and Eng,Mechanical Engineering,ME6504,Mechanical Failure Analysis: Learning from Examples,L01,50,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME6505,Engineering Materials in Medicine,L01,200,7,0,0,0,0,0,7
College of Design and Eng,Mechanical Engineering,ME6509,Materials and Sustainability,L01,70,3,0,0,0,0,0,3
College of Design and Eng,Mechanical Engineering,ME6602,Topics in Manufacturing,L01,79,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH5224,PRESCRIBED TEXTS IN LITERATURE,L1,20,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH6261,CHINESE STUDIES IN THE WEST,L1,30,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,ACE5401,Approaches to Arts & Cultural Entrepreneurship,E2,50,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NMC5302,Digital Communications and Analytics,E1,60,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,Communications & New Media,NMC5302,Digital Communications and Analytics,E2,80,3,1,0,0,0,0,2
Faculty of Arts & Social Sci,Communications & New Media,NMC5306,Communications and Leadership,E1,60,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NMC5307,Final Year Project in Communication,E1,60,20,20,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NMC5322,Interactive Media Marketing Practices,E1,60,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NMC5364,"Digital Journalism, Law, and Society",E1,80,2,1,0,0,0,0,1
Faculty of Arts & Social Sci,"English,Ling.&Theatre Studies",EL6770,GRADUATE RESEARCH SEMINAR,E1,20,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,"English,Ling.&Theatre Studies",ELC5104,Approaches to Language,E1,40,2,1,0,0,0,0,1
Faculty of Arts & Social Sci,"English,Ling.&Theatre Studies",ELC5204,Linguistic Typology,E1,40,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,"English,Ling.&Theatre Studies",ELC5206,Advanced Psycholinguistics,E1,40,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,"English,Ling.&Theatre Studies",ELC5255,Second Language Writing,E1,40,4,3,0,0,0,0,1
Faculty of Arts & Social Sci,"English,Ling.&Theatre Studies",ELC5270,Explorations in Applied Linguistics,E1,40,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,"English,Ling.&Theatre Studies",EN6880,Topics in the New Literatures,E1,1,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,"English,Ling.&Theatre Studies",ENC5149,Literary Studies: Overview and Writing Practices,E1,40,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,"English,Ling.&Theatre Studies",ENC5150,Survey of the Discipline: Methods and Approaches,E1,40,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,"English,Ling.&Theatre Studies",ENC5151,Global Anglophone Literature,E1,40,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,"English,Ling.&Theatre Studies",ENC5235,POLITICS AND LITERATURE,E1,40,3,2,0,0,0,0,1
Faculty of Arts & Social Sci,"English,Ling.&Theatre Studies",ENC5247,"Victorian Literature: History, Politics, Culture",E1,40,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,"English,Ling.&Theatre Studies",TS5101,TEXT AND PERFORMANCE,E1,18,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE5217,RESEARCH METHODS IN ENVIRONMENTAL SCIENCES,L1,12,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,History,HY5210,APPROACHES TO MODERN SE ASIAN HISTORY,E1,24,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5401,HISTORIOGRAPHY ON CHINA,E1,20,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5405,"Applied and Public History: Theory, Method and Practice",E1,20,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,History,HY5407,Theory and Practice of Oral History,E1,21,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5411,Special Topics in Applied and Public History,E1,25,2,1,0,0,0,0,1
Faculty of Arts & Social Sci,History,HY5416,The United States and Asia,E1,24,9,9,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5418,Comparative Business History,E1,25,5,0,0,0,0,0,5
Faculty of Arts & Social Sci,History,HY6101,HISTORIOGRAPHY: THEORY & ARCHIVE,E1,27,3,0,0,0,0,0,3
Faculty of Arts & Social Sci,Malay Studies,MS5101,SOCIAL SCIENCE AND MALAY STUDIES,E1,12,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,Psychology,PL5221,ANALYSIS OF PSYCHOLOGICAL DATA USING GLM,E1,20,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,Psychology,PL6770,GRADUATE RESEARCH SEMINAR,E1,25,3,0,0,0,0,0,3
Faculty of Arts & Social Sci,Social Work,SWD5103,CONTEMPORARY SOCIAL WORK PRACTICE,E1,50,2,0,0,0,0,0,2
Faculty of Arts & Social Sci,Social Work,SWD5105,SKILLS IN ADVANCED SOCIAL WORK PRACTICE,E1,50,5,4,0,0,0,0,1
Faculty of Arts & Social Sci,Social Work,SWD5880E,Social Work Practice in Mental Health,E1,30,21,20,0,0,0,0,1
Faculty of Arts & Social Sci,Sociology and Anthropology,SC6224,Producing Ethnography,E1,25,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC6770,GRADUATE RESEARCH SEMINAR,E1,5,4,4,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5102,Environmental Science,L1,45,2,0,0,0,0,0,2
Faculty of Science,Biological Sciences,BL5201,Structural Biology And Proteomics,L1,49,5,5,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5207A,Topics In Developmental Biology,L1,49,3,3,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5214,ADVANCED PROTEINS NMR,L1,50,8,7,0,0,0,0,1
Faculty of Science,Biological Sciences,BL5215,MACROMOLECULAR X-RAY CRYSTALLOGRAPHY,L1,50,13,13,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5217,Population Genomics and Phylogenomics,L1,20,3,3,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5222,Cellular Mechanisms,L1,30,4,4,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5223,Advanced Molecular Genetics,L1,30,20,20,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5230,Biological Invasions,L1,19,10,10,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5236,Introduction to Electron Microscopy for Life Sciences,L1,49,7,7,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5239,Science and Communication,L1,20,5,5,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5311,Freshwater Conservation,L1,29,5,5,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5322,Field Techniques in Biological Conservation,L1,30,1,1,0,0,0,0,0
Faculty of Science,Biological Sciences,BL5324,Ecological Perspectives on Global Change,L1,30,6,5,0,0,0,0,1
Faculty of Science,Biological Sciences,BL5601,Case Studies in Biotechnology,L1,60,6,5,0,0,0,0,1
Faculty of Science,Biological Sciences,BL5602,Genetic Engineering in Biotechnology,L1,2147483647,8,7,0,0,0,0,1
Faculty of Science,Biological Sciences,BL5631,Practical Analysis of Genomic Data using R,L1,70,7,6,0,0,0,0,1
Faculty of Science,Biological Sciences,BL5661,Urban Agriculture and Crop Biotechnology,L1,40,8,7,0,0,0,0,1
Faculty of Science,Biological Sciences,FSC5101,Survey of Forensic Science,L1,36,3,2,0,0,0,0,1
Faculty of Science,Biological Sciences,FSC5201,Advanced CSI Techniques,L1,36,2,1,0,0,0,0,1
Faculty of Science,Biological Sciences,FSC5203,Digital Forensic Investigation,L1,30,3,3,0,0,0,0,0
Faculty of Science,Chemistry,CM5102,Chemistry in Society,L1,150,2,1,0,0,0,0,1
Faculty of Science,Chemistry,CM5104,Intellectual Property and Entrepreneurship in Chemical Sciences,L1,150,1,0,0,0,0,0,1
Faculty of Science,Chemistry,CM5161,Advanced Chemical Laboratory Safety,L1,80,11,11,0,0,0,0,0
Faculty of Science,Chemistry,CM5212,Crystal Engineering,L1,45,8,7,0,0,0,0,1
Faculty of Science,Chemistry,CM5221,ADVANCED ORGANIC SYNTHESIS,L1,90,4,4,0,0,0,0,0
Faculty of Science,Chemistry,CM5224,Emerging Concepts in Drug Discovery,L1,150,12,11,0,0,0,0,1
Faculty of Science,Chemistry,CM5235,Applied Computational Chemistry,L1,50,9,8,0,0,0,0,1
Faculty of Science,Chemistry,CM5241,Modern Analytical Techniques,L1,145,5,5,0,0,0,0,0
Faculty of Science,Chemistry,CM5263,Advanced Inorganic Electronic Materials,L1,140,4,2,0,0,0,0,2
Faculty of Science,Chemistry,CM5268,Advanced Organic Materials,L1,140,5,4,0,0,0,0,1
Faculty of Science,Food Science & Technology,FST5205A,Smart & Sustainable Food Processing and Engineering,L1,32,17,17,0,0,0,0,0
Faculty of Science,Food Science & Technology,FST5301A,Scientific Principles of Nutraceuticals,L1,32,26,26,0,0,0,0,0
Faculty of Science,Food Science & Technology,FST5302,"Food, Nutrition and Health",L1,32,12,12,0,0,0,0,0
Faculty of Science,Mathematics,DSA5101,Introduction to Big Data for Industry,L1,2147483647,10,1,0,0,0,0,9
Faculty of Science,Mathematics,DSA5103,Optimization Algorithms for Data Modelling,L1,2147483647,14,6,0,0,0,0,8
Faculty of Science,Mathematics,DSA5104,Principles of Data Management and Retrieval,L1,2147483647,19,10,0,0,0,0,9
Faculty of Science,Mathematics,DSA5105,Principles of Machine Learning,L1,150,13,5,0,0,0,0,8
Faculty of Science,Mathematics,DSA5201,DSML Industry Consulting and Applications Project,L1,2147483647,28,28,0,0,0,0,0
Faculty of Science,Mathematics,MA5205,Graduate Analysis I,L1,35,14,8,0,0,0,0,6
Faculty of Science,Mathematics,MA5208,Algebraic Geometry,L1,35,11,11,0,0,0,0,0
Faculty of Science,Mathematics,MA5218,Graduate Algebra IIB,L1,35,6,4,0,0,0,0,2
Faculty of Science,Mathematics,MA5220,Logic and Foundation of Mathematics II,L1,35,5,5,0,0,0,0,0
Faculty of Science,Mathematics,MA5233,Computational Mathematics,L1,75,28,26,0,0,0,0,2
Faculty of Science,Mathematics,MA5243,Advanced Mathematical Programming,L1,35,33,31,0,0,0,0,2
Faculty of Science,Mathematics,MA5249,Stochastic Processes and Algorithms,L1,35,31,31,0,0,0,0,0
Faculty of Science,Mathematics,MA5253,Riemann Surfaces,L1,20,16,16,0,0,0,0,0
Faculty of Science,Mathematics,MA5259,PROBABILITY THEORY I,L1,45,63,45,0,16,0,0,2
Faculty of Science,Mathematics,MA5270,Game Theory and applications,L1,80,14,0,0,0,0,0,14
Faculty of Science,Mathematics,MA5271,Introduction to Computational Mathematics,L1,80,14,0,0,0,0,0,14
Faculty of Science,Mathematics,MA5401,Graduate Internship in Mathematics I,L1,50,1,1,0,0,0,0,0
Faculty of Science,Mathematics,QF5205,Topics in Quantitative Finance I,L1,150,16,16,0,0,0,0,0
Faculty of Science,Mathematics,QF5206,Topics in Quantitative Finance II,L1,150,19,19,0,0,0,0,0
Faculty of Science,Mathematics,QF5209,Financial Derivatives: Modelling and Computation,L1,150,2,0,0,0,0,0,2
Faculty of Science,Mathematics,QF5210,Financial Time Series: Theory and Computation,L1,150,5,4,0,0,0,0,1
Faculty of Science,Mathematics,QF5212,Introduction to Quantitative Finance,L1,150,3,1,0,0,0,0,2
Faculty of Science,Mathematics,QF5213,Financial Management,L1,150,21,20,0,0,0,0,1
Faculty of Science,Pharmacy,PR5211,Pharmaceutical and Biomedical Analysis,L1,77,15,13,0,0,0,0,2
Faculty of Science,Pharmacy,PR5213,Pharmaceutical Process Validation,L1,52,14,13,0,0,0,0,1
Faculty of Science,Pharmacy,PR5214,Advances in Solid Pharmaceutical Formulations,L1,78,5,5,0,0,0,0,0
Faculty of Science,Pharmacy,PR5217,Formulation Science,L1,74,11,10,0,0,0,0,1
Faculty of Science,Pharmacy,PR5220,Bioprocess Technology,L1,57,12,11,0,0,0,0,1
Faculty of Science,Pharmacy,PR5224,Pharmacoepidemiology,L1,73,8,7,0,0,0,0,1
Faculty of Science,Physics,PC5201,Advanced Quantum Mechanics,L1,42,4,4,0,0,0,0,0
Faculty of Science,Physics,PC5203,Advanced Solid State Physics,L1,28,5,5,0,0,0,0,0
Faculty of Science,Physics,PC5204,Magnetism and Spintronics,L1,43,7,5,0,0,0,0,2
Faculty of Science,Physics,PC5205,TOPICS IN SURFACE PHYSICS,L1,58,13,12,0,0,0,0,1
Faculty of Science,Physics,PC5209,Accelerator Based Materials Characterisation,L1,42,1,1,0,0,0,0,0
Faculty of Science,Physics,PC5212,Physics of Nanostructures,L1,43,13,12,0,0,0,0,1
Faculty of Science,Physics,PC5215,NUMERICAL RECIPES WITH APPLICATIONS,L1,30,12,11,0,0,0,0,1
Faculty of Science,Physics,PC5216,Advanced Atomic & Molecular Physics,L1,29,5,4,0,0,0,0,1
Faculty of Science,Physics,PC5218,Superconductivity and Superconducting Devices,L1,30,6,6,0,0,0,0,0
Faculty of Science,Physics,PC5228,Quantum Information and Computation,L1,54,8,7,0,0,0,0,1
Faculty of Science,Physics,PC5252,Bayesian Statistics and Machine Learning,L1,75,6,5,0,0,0,0,1
Faculty of Science,Physics,PC5267,Physics of Small Machines and Active Matters,L1,30,10,9,0,0,0,0,1
