Faculty,Department,Code,Title,Class,UG,GD,DK,NG,CPE
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L11,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L12,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L13,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L14,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L15,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L16,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L17,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L18,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L19,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L2,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L20,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L3,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L4,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L5,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L6,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L7,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L8,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L9,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5221,CONTEMPORARY THEORIES,L1,24,42,-1,-1,-1
College of Design and Eng,Architecture,AR5321,Advanced Architectural Integration,L1,0,5,-1,10,-1
College of Design and Eng,Architecture,AR5423,Architectural Practice,L1,27,8,-1,-1,-1
College of Design and Eng,Architecture,AR5601,Urban Design Theory and Praxis,L1,2,-1,-1,-1,-1
College of Design and Eng,Architecture,AR5770,GRADUATE SEMINAR,L1,-1,30,-1,-1,-1
College of Design and Eng,Architecture,AR5801,Options Design Research Studio 1,D1,38,6,-1,8,-1
College of Design and Eng,Architecture,AR5802,Options Design Research Studio 2,D1,-1,10,-1,-1,-1
College of Design and Eng,Architecture,AR5803,Architectural & Technology Design 1,D1,-1,50,-1,-1,-1
College of Design and Eng,Architecture,AR5805,Advanced Architecture Studio,L1,-1,39,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,D1,-1,38,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT10,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT11,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT12,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT13,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT14,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT15,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT16,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT17,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT18,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT19,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT2,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT20,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT21,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT22,-1,7,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT23,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT24,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT25,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT26,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT27,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT28,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT29,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT3,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT30,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT31,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT32,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT33,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT34,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT35,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT36,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT37,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT38,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT4,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT5,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT6,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT7,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT8,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT9,-1,5,-1,-1,-1
College of Design and Eng,Architecture,AR5807,Architectural Design Thesis,D1,-1,120,-1,-1,-1
College of Design and Eng,Architecture,AR5952B,Topics in Urbanism 2,L1,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5954A,Topics in Landscape Architecture 1,L1,4,31,-1,-1,-1
College of Design and Eng,Architecture,AR5954A,Topics in Landscape Architecture 1,L2,-1,30,-1,-1,-1
College of Design and Eng,Architecture,AR5955A,Topics in Research by Design 1,L1,2,3,-1,-1,-1
College of Design and Eng,Architecture,AR5955B,Topics in Research by Design 2,L1,-1,20,-1,-1,-1
College of Design and Eng,Architecture,AR5955D,Topics in Research by Design 4,L1,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5955E,Topics in Research by Design 5,L1,-1,20,-1,-1,-1
College of Design and Eng,Architecture,AR5955F,Topics in Research by Design 6,L1,-1,20,-1,-1,-1
College of Design and Eng,Architecture,AR5956A,Topics in Design and Built Environment 1,L1,-1,20,-1,-1,-1
College of Design and Eng,Architecture,AR5956A,Topics in Design and Built Environment 1,L2,-1,20,-1,-1,-1
College of Design and Eng,Architecture,AR5956A,Topics in Design and Built Environment 1,L3,-1,20,-1,-1,-1
College of Design and Eng,Architecture,AR5956A,Topics in Design and Built Environment 1,L4,-1,20,-1,-1,-1
College of Design and Eng,Architecture,AR5956A,Topics in Design and Built Environment 1,L5,-1,20,-1,-1,-1
College of Design and Eng,Architecture,AR5956B,Topics in Design and Built Environment 2,EL1,-1,20,-1,-1,-1
College of Design and Eng,Architecture,AR5956B,Topics in Design and Built Environment 2,EL2,-1,20,-1,-1,-1
College of Design and Eng,Architecture,AR5956B,Topics in Design and Built Environment 2,EL3,-1,20,-1,-1,-1
College of Design and Eng,Architecture,AR5956B,Topics in Design and Built Environment 2,EL4,-1,20,-1,-1,-1
College of Design and Eng,Architecture,AR5956B,Topics in Design and Built Environment 2,EL5,-1,20,-1,-1,-1
College of Design and Eng,Architecture,AR5956C,Topics in Design and Built Environment 3,EL1,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5956C,Topics in Design and Built Environment 3,EL2,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5956C,Topics in Design and Built Environment 3,EL3,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5956C,Topics in Design and Built Environment 3,EL4,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5956C,Topics in Design and Built Environment 3,EL5,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5956D,Topics in Design and Built Environment 4,EL1,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5956D,Topics in Design and Built Environment 4,EL2,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5956D,Topics in Design and Built Environment 4,EL3,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5956D,Topics in Design and Built Environment 4,EL4,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5956D,Topics in Design and Built Environment 4,EL5,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5956E,Topics in Design and Built Environment 5,EL1,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5956E,Topics in Design and Built Environment 5,EL2,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5956E,Topics in Design and Built Environment 5,EL3,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5956E,Topics in Design and Built Environment 5,EL4,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5956E,Topics in Design and Built Environment 5,EL5,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR5957A,Topics in History and Theory of Architecture 1,E1,0,10,-1,-1,-1
College of Design and Eng,Architecture,AR5957B,Topics in History and Theory of Architecture 2,E1,2,21,-1,-1,-1
College of Design and Eng,Architecture,AR5957D,Topics in History and Theory of Architecture 4,E1,0,9,-1,-1,-1
College of Design and Eng,Architecture,AR5957E,Topics in History and Theory of Architecture 5,E1,0,13,-1,-1,-1
College of Design and Eng,Architecture,AR5957F,Topics in History and Theory of Architecture 6,E1,0,9,-1,-1,-1
College of Design and Eng,Architecture,AR5957G,Topics in History and Theory of Architecture 7,L1,0,0,-1,-1,-1
College of Design and Eng,Architecture,AR5957H,Topics in History and Theory of Architecture 8,L1,-1,24,-1,-1,-1
College of Design and Eng,Architecture,AR5958A,Topics in Urbanism 1,E1,0,9,-1,-1,-1
College of Design and Eng,Architecture,AR5958B,Topics in Urbanism 2,E1,10,5,-1,-1,-1
College of Design and Eng,Architecture,AR5958C,Topics in Urbanism 3,E1,2,15,-1,-1,-1
College of Design and Eng,Architecture,AR5958D,Topics in Urbanism 4,L1,0,0,-1,-1,-1
College of Design and Eng,Architecture,AR5958E,Topics in Urbanism 5,L1,-1,24,-1,-1,-1
College of Design and Eng,Architecture,AR5958F,Topics in Urbanism 6,L1,0,10,-1,-1,-1
College of Design and Eng,Architecture,AR5959A,Topics in Design Technology 1,E1,0,10,-1,-1,-1
College of Design and Eng,Architecture,AR5959B,Topics in Design Technology 2,E1,-1,0,-1,-1,-1
College of Design and Eng,Architecture,AR5959C,Topics in Design Technology 3,E1,0,9,-1,-1,-1
College of Design and Eng,Architecture,AR5959D,Topics in Design Technology 4,E1,-1,20,-1,-1,-1
College of Design and Eng,Architecture,AR5959E,Topics in Design Technology 5,E1,-1,25,-1,-1,-1
College of Design and Eng,Architecture,AR6770,PHD SEMINAR,L1,-1,21,-1,-1,-1
College of Design and Eng,Architecture,DEP5108,MUP Internship Module,L1,-1,30,-1,-1,-1
College of Design and Eng,Architecture,DEP5110,Urban Design and Planning,L1,-1,40,-1,-1,-1
College of Design and Eng,Architecture,LA4202,Planting Design,L1,28,-1,-1,-1,-1
College of Design and Eng,Architecture,LA4301,Material and Design,L1,50,-1,-1,-1,-1
College of Design and Eng,Architecture,LA4701,MLA Studio: Quarter,D1,19,17,-1,-1,-1
College of Design and Eng,Architecture,LA4701,MLA Studio: Quarter,D2,30,-1,-1,-1,-1
College of Design and Eng,Architecture,LA5201,Policy of Landscape,L1,-1,30,-1,-1,-1
College of Design and Eng,Architecture,LA5222,Urban Ecology and Design,L1,20,19,-1,0,-1
College of Design and Eng,Architecture,LA5222,Urban Ecology and Design,L2,-1,29,-1,-1,-1
College of Design and Eng,Architecture,LA5301,Geo Design,L1,-1,33,-1,-1,-1
College of Design and Eng,Architecture,LA5301,Geo Design,L2,-1,50,-1,-1,-1
College of Design and Eng,Architecture,LA5701,MLA Studio: Country,D1,-1,25,-1,-1,-1
College of Design and Eng,Architecture,LAD1001,Design 1,L1,3,-1,-1,-1,-1
College of Design and Eng,Architecture,LAD1002,Design 2,L1,15,-1,-1,-1,-1
College of Design and Eng,Architecture,LAD1003,Introduction to Landscape Architecture,L1,10,-1,-1,-1,-1
College of Design and Eng,Architecture,LAD1003,Introduction to Landscape Architecture,L2,13,-1,-1,-1,-1
College of Design and Eng,Architecture,LAD2001,Design 3,L1,30,-1,-1,-1,-1
College of Design and Eng,Architecture,LAD2003,Landscape Construction I,L1,19,-1,-1,-1,-1
College of Design and Eng,Architecture,LAD2004,Planting Design and Horticulture,L1,12,-1,-1,-1,-1
College of Design and Eng,Architecture,LAD2005,Introductory GIS for Landscape Architecture,L1,27,-1,-1,-1,-1
College of Design and Eng,Architecture,LAD2006,Design 3,L1,10,-1,-1,-1,-1
College of Design and Eng,Architecture,LAD3001,Design 5,L1,0,-1,-1,-1,-1
College of Design and Eng,Architecture,LAD3004,Landscape Representation Techniques,L1,20,-1,-1,-1,-1
College of Design and Eng,Architecture,LAD3006,Basics of Ecology,L1,13,-1,-1,-1,-1
College of Design and Eng,Architecture,LAD4004,GeoDesign,L1,30,-1,-1,-1,-1
College of Design and Eng,Architecture,LAD4006,Digital Techniques In Landscape Architecture,L1,30,-1,-1,-1,-1
College of Design and Eng,Architecture,LAD4007,Political Eco and Land,L1,35,-1,-1,-1,-1
College of Design and Eng,Architecture,UD5221,Urban Design Theory and Discourse,L1,-1,8,-1,-1,-1
College of Design and Eng,Architecture,UD5521,Planning Process: Quantitative & Policy Dimensions,L1,-1,40,-1,-1,-1
College of Design and Eng,Architecture,UD5601,URBAN DESIGN STUDIO 1,D1,-1,8,-1,-1,-1
College of Design and Eng,Architecture,UD5622,Framework of Urban Design and Analysis,L1,-1,10,-1,-1,-1
College of Design and Eng,Architecture,UD5622,Framework of Urban Design and Analysis,L2,-1,35,-1,-1,-1
College of Design and Eng,Architecture,UD5622,Framework of Urban Design and Analysis,L3,-1,35,-1,-1,-1
College of Design and Eng,Architecture,UD5622,Framework of Urban Design and Analysis,L4,-1,35,-1,-1,-1
College of Design and Eng,Architecture,UD5622,Framework of Urban Design and Analysis,L5,-1,70,-1,-1,-1
College of Design and Eng,Architecture,UD5625,Methods and Tools for Urban Design,L1,1,12,-1,-1,-1
College of Design and Eng,Architecture,UD5626,Urban Economics,L1,1,12,-1,-1,-1
College of Design and Eng,Biomedical Engineering,BN3202,Musculoskeletal Biomechanics,L1,33,-1,-1,2,-1
College of Design and Eng,Biomedical Engineering,BN4103,Assistive Technology for Persons with Disability,L1,6,-1,-1,1,-1
College of Design and Eng,Biomedical Engineering,BN4301,Principles Of Tissue Engineering,L1,24,-1,-1,1,-1
College of Design and Eng,Biomedical Engineering,BN4302,Organs in a Dish: Organoid Bioengineering,L1,0,-1,-1,-1,-1
College of Design and Eng,Biomedical Engineering,BN4403,Cellular Bioengineering,L1,56,-1,-1,3,-1
College of Design and Eng,Biomedical Engineering,BN4501,Engineering Biology,L1,34,-1,-1,1,-1
College of Design and Eng,Biomedical Engineering,BN4701,Serious Games for Health,L1,0,-1,-1,0,-1
College of Design and Eng,Biomedical Engineering,BN5101,Biomedical Engineering Systems,L1,-1,7,-1,0,-1
College of Design and Eng,Biomedical Engineering,BN5104,QUANTITATIVE PHYSIOLOGY PRINCIPLES IN BIOENGINEERING,L1,0,3,-1,0,-1
College of Design and Eng,Biomedical Engineering,BN5208,Biomedical Quality and Regulatory Systems,L1,0,26,-1,0,2
College of Design and Eng,Biomedical Engineering,BN5210,BIOSENSORS AND BIOCHIPS,L1,7,24,-1,0,-1
College of Design and Eng,Biomedical Engineering,BN5302,Organs in a Dish: Organoid Bioengineering,L1,-1,43,-1,-1,-1
College of Design and Eng,Biomedical Engineering,BN5501,The Biodesign Process of Innovation in Healthcare,L1,-1,0,-1,-1,-1
College of Design and Eng,Biomedical Engineering,BN5511,Introduction to Global Medical Device Regulation,L1,-1,-1,-1,-1,23
College of Design and Eng,Biomedical Engineering,BN5512,Medical Device Regulation in the US and EU,L1,-1,-1,-1,-1,24
College of Design and Eng,Biomedical Engineering,BN5515,Clinical Design and Evaluation of Medical Devices,L1,-1,-1,-1,-1,12
College of Design and Eng,Biomedical Engineering,BN5516,"Medical Device Design, Development and Testing",L1,-1,-1,-1,-1,12
College of Design and Eng,Biomedical Engineering,BN5666,Industrial Attachment,L1,-1,89,-1,-1,-1
College of Design and Eng,Biomedical Engineering,BN5999,GRADUATE SEMINARS,E1,-1,58,-1,-1,-1
College of Design and Eng,Biomedical Engineering,BN6999,DOCTORAL SEMINARS,E1,-1,60,-1,-1,-1
College of Design and Eng,Built Environment,BPS5000,Dissertation,L1,-1,5,-1,-1,-1
College of Design and Eng,Built Environment,BPS5111,Integrated Building Design,L1,-1,11,-1,0,-1
College of Design and Eng,Built Environment,BPS5112,Green Building Integration and Evaluation Studio,L1,-1,45,-1,-1,-1
College of Design and Eng,Built Environment,BPS5112,Green Building Integration and Evaluation Studio,L2,-1,32,-1,-1,-1
College of Design and Eng,Built Environment,BPS5221,Microclimate Design,L1,-1,20,-1,0,-1
College of Design and Eng,Built Environment,BPS5223,Building Energy Performance - Passive Systems,L1,-1,11,-1,0,-1
College of Design and Eng,Built Environment,BPS5224,Building Energy Performance - Active Systems,L1,-1,10,-1,0,-1
College of Design and Eng,Built Environment,BPS5229,Data Science for the Built Environment,L1,-1,11,-1,-1,-1
College of Design and Eng,Built Environment,BPS5300,Topics in Building Performance and Sustainability,L1,-1,5,-1,-1,-1
College of Design and Eng,Built Environment,BS5770,GRADUATE SEMINAR,L1,-1,30,-1,-1,-1
College of Design and Eng,Built Environment,BS6770,PHD SEMINAR,L1,-1,30,-1,-1,-1
College of Design and Eng,Built Environment,GES1019,Managing Singapore's Built Environment,L1,13,-1,-1,0,-1
College of Design and Eng,Built Environment,GESS1014,Managing Singapore's Built Environment,L1,64,-1,-1,-1,-1
College of Design and Eng,Built Environment,IPM1102,Infrastructure and Project Management Law,L1,48,-1,-1,-1,-1
College of Design and Eng,Built Environment,IPM2102,Construction Technology,L1,27,-1,-1,-1,-1
College of Design and Eng,Built Environment,IPM4201,Smart Facility Management Robotics,L1,58,-1,-1,-1,-1
College of Design and Eng,Built Environment,PF1101,Fundamentals of Project Management,L1,172,-1,-1,-1,-1
College of Design and Eng,Built Environment,PF1107,Infrastructure and Project Management Law,L1,24,-1,-1,-1,-1
College of Design and Eng,Built Environment,PF2102,Structural Systems,L1,120,-1,-1,-1,-1
College of Design and Eng,Built Environment,PF2107,Construction Technology,L1,14,-1,-1,-1,-1
College of Design and Eng,Built Environment,PF2109,Project Feasibility,L1,30,-1,-1,-1,-1
College of Design and Eng,Built Environment,PF2205,Project Finance,L1,41,-1,-1,0,-1
College of Design and Eng,Built Environment,PF3104,Project Execution,L1,34,-1,-1,-1,-1
College of Design and Eng,Built Environment,PF3105,Research Methods,L1,36,-1,-1,-1,-1
College of Design and Eng,Built Environment,PF3205,Advanced Measurement,L1,20,-1,-1,2,-1
College of Design and Eng,Built Environment,PF3208,Project Leadership,L1,37,-1,-1,1,-1
College of Design and Eng,Built Environment,PF3209,Building Information Modelling,L1,25,-1,-1,2,-1
College of Design and Eng,Built Environment,PF3210,Total Building Performance,L1,75,-1,-1,2,-1
College of Design and Eng,Built Environment,PF3211,AI Applications for the Built Environment,L1,14,-1,-1,0,-1
College of Design and Eng,Built Environment,PF3307,Strategic Facilities Management,L1,36,-1,-1,0,-1
College of Design and Eng,Built Environment,PF3504,Energy Management,L1,38,-1,-1,0,-1
College of Design and Eng,Built Environment,PF4102,Contract and Procurement Management,L1,15,-1,-1,-1,-1
College of Design and Eng,Built Environment,PF4209,Construction Enterprise Management,L1,0,-1,-1,0,-1
College of Design and Eng,Built Environment,PF4213,Building Energy Analysis and Simulation,L1,0,-1,-1,2,-1
College of Design and Eng,Built Environment,PF4309,Infrastructure Operations and Maintenance,L1,40,-1,-1,1,-1
College of Design and Eng,Built Environment,PF4502,Green Development,L1,8,3,-1,-1,-1
College of Design and Eng,Built Environment,PM5000,DISSERTATION,L1,-1,5,-1,-1,-1
College of Design and Eng,Built Environment,PM5103,CONTRACT MANAGEMENT,L1,-1,60,-1,-1,-1
College of Design and Eng,Built Environment,PM5106,DESIGN MANAGEMENT,L1,-1,80,-1,-1,-1
College of Design and Eng,Built Environment,PM5111,SPECIAL TOPICS IN PROJECT MANAGEMENT,L1,-1,5,-1,-1,-1
College of Design and Eng,Built Environment,PM5112,RESEARCH METHODS,L1,-1,56,-1,-1,-1
College of Design and Eng,Built Environment,PM5113,Managing Projects using BIM,L1,-1,0,-1,-1,-1
College of Design and Eng,Built Environment,PM5114,Managing Complex Projects,L1,-1,59,-1,-1,-1
College of Design and Eng,Built Environment,PM5116,Project Finance Case Studies,L1,-1,57,-1,-1,-1
College of Design and Eng,CDE Dean's Office,BL5102,Environmental Science,L1,-1,18,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DE5106,Environmental Management And Assessment,L1,-1,18,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DE5108,STUDY REPORT,L1,-1,30,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DE5109,DISSERTATION,L1,-1,56,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DE5269,Environmental Economics and Sustainable Development,L1,-1,19,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5101,Urban Analysis Workshop,L1,0,22,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5101A,Qualitative Methods for Urban Planning,L1,0,16,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5103,Urban and Regional Planning,L1,-1,3,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5103,Urban and Regional Planning,L2,-1,30,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5104,Urban and Regional Economics,L1,0,21,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5105,Urban Infrastructure and Mobility Systems,L1,-1,11,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5112,Planning Policy and Process,L1,0,17,-1,-1,-1
College of Design and Eng,CDE Dean's Office,EG1311,Design and Make,L1,72,-1,-1,0,-1
College of Design and Eng,CDE Dean's Office,EG2101,Pathways to Engineering Leadership,L1,50,-1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,EG2401A,Engineering Professionalism,L1,1,-1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,EG2401A,Engineering Professionalism,L2,2,-1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,EG2501,Liveable Cities,L01,72,-1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,EG2604,Innovation Programme,L1,0,-1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,EG2701A,Aspirational Project I,L1,20,-1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,EG2701B,Aspirational Project II,L1,10,-1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,EG5911,Research Methodology & Ethics,L1,-1,20,-1,-1,-1
College of Design and Eng,CDE Dean's Office,ISD5101,Integrated Studio Project 1,D1,-1,0,-1,-1,-1
College of Design and Eng,CDE Dean's Office,ISD5101,Integrated Studio Project 1,D2,-1,26,-1,-1,-1
College of Design and Eng,CDE Dean's Office,ISD5103,Green Buildings in the Tropics,L1,-1,17,-1,-1,-1
College of Design and Eng,CDE Dean's Office,ISD5104,Energy and Ecology,L1,-1,16,-1,-1,-1
College of Design and Eng,CDE Dean's Office,LX5103,Environmental Law,E1,-1,14,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN1101A,Chemical Engineering Principles and Practice I,L1,64,-1,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN2103,Mass and Energy Balance,L1,52,-1,-1,14,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN2104,Chemical Engineering Thermodynamics,L1,55,-1,-1,9,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN2116,Chemical Kinetics & Reactor Design,L1,37,-1,-1,0,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN2122A,Fluid Mechanics,L1,35,-1,-1,10,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN2125,Heat & Mass Transfer,L1,27,-1,-1,12,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN3101,Chemical Engineering Process Lab I,S1,11,-1,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN3101A,Chemical Engineering Process Lab,S1,7,-1,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN3101A,Chemical Engineering Process Lab,S2,23,-1,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN3101A,Chemical Engineering Process Lab,S3,0,-1,-1,-1,-1
