Faculty,Department,Code,Title,Class,Vacancy,Demand,Successful (Main),Successful (Reserve),Quota Exceeded,Timetable Clashes,Workload Exceeded,Others
Faculty of Arts & Social Sci,Chinese Studies,CHC5317,New Approaches to Modern Chinese Culture,E1,1,2,1,0,1,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CHC5322,Pragmatics and Politeness,L1,17,16,16,1,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CHC5323,Special Topics in Chinese Linguistics,L1,14,4,4,2,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CHC5326,Comparative Grammar between Chinese and English,E1,8,13,8,0,5,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CHC5331,Chinese Ceramics: From Tang to Qing,E1,1,8,1,0,7,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CHC5333,Epidemics and Chinese Medicine,E1,17,27,17,0,10,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CHC5336,The Military in Chinese History and Culture,E1,18,19,18,0,1,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,CSA6101,CULTURAL STUDIES THEORY AND ANALYSIS,E1,20,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,Communications & New Media,NM5218,Cultural Policy,E1,12,2,1,0,0,0,0,1
Faculty of Arts & Social Sci,Communications & New Media,NM6101,ADVANCED THEORIES IN CNM,E1,9,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM6103,Quantitative Research Methods in Communications and New Media,E1,27,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC5101,MICROECONOMIC THEORY,S1,22,6,6,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC5102,MACROECONOMIC THEORY,S1,21,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC5103,ECONOMETRIC MODELLING AND APPLICATIONS I,S1,39,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC5103,ECONOMETRIC MODELLING AND APPLICATIONS I,S2,27,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC5104,Mathematics for Economists,S1,30,8,8,1,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC5361,LABOUR ECONOMICS,S1,20,13,13,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC6316,Contract Theory and Applications,S1,41,3,1,0,0,0,0,2
Faculty of Arts & Social Sci,Economics,EC6770,GRADUATE RESEARCH SEMINAR,S1,27,10,10,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5101,MICROECONOMICS,S1,1,6,1,0,5,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5101,MICROECONOMICS,S2,18,6,6,3,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5101,MICROECONOMICS,SW1,48,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5102,MACROECONOMICS,S1,2,11,2,0,9,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5102,MACROECONOMICS,S2,42,14,14,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5102,MACROECONOMICS,SW1,47,13,13,3,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5103,QUANTITATIVE & COMPUTING METHODS,S1,42,15,15,1,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5103,QUANTITATIVE & COMPUTING METHODS,S2,3,4,3,0,1,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5103,QUANTITATIVE & COMPUTING METHODS,SW2,34,10,10,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5305,Programming for Economists,S1,6,15,4,0,11,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5315,FINANCIAL ECONOMETRICS,S1,38,6,6,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5333,FINANCIAL MARKETS & PORTFOLIO MANAGEMENT,S1,7,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5333,FINANCIAL MARKETS & PORTFOLIO MANAGEMENT,S2,21,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5334,CORPORATE FINANCE,S1,34,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5334,CORPORATE FINANCE,S2,22,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5334,CORPORATE FINANCE,SW1,3,4,3,0,1,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5334,CORPORATE FINANCE,SW2,7,7,7,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5335,DERIVATIVE SECURITIES,S1,39,12,12,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5335,DERIVATIVE SECURITIES,SW1,1,6,1,0,5,0,0,0
Faculty of Arts & Social Sci,Economics,ECA5375,Economic Growth in East Asia,S1,4,10,4,0,6,0,0,0
Faculty of Arts & Social Sci,English Language & Literature,EL6770,GRADUATE RESEARCH SEMINAR,E1,9,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE4214,Remote Sensing of Environment,E1,2147483647,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE5212,Cities and Global Connections,L1,4,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE5217,RESEARCH METHODS IN ENVIRONMENTAL SCIENCES,L1,2,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE5223,Introduction to Applied GIS,L1,14,8,8,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE5226,GIS Applications,L1,11,8,8,0,0,0,0,0
Faculty of Arts & Social Sci,Geography,GE5228,Spatial Big Data and Analytics,L1,15,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5210,APPROACHES TO MODERN SE ASIAN HISTORY,E1,9,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5305,APPROACHES TO WORLD HISTORY,E1,12,6,6,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5405,"Applied and Public History: Theory, Method and Practice",E1,17,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY5407,Theory and Practice of Oral History,E1,15,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,History,HY5408,History and Memory,E1,13,2,1,0,0,0,0,1
Faculty of Arts & Social Sci,History,HY5412,Studying Singaporean History,E1,14,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,History,HY6101,HISTORIOGRAPHY: THEORY & ARCHIVE,E1,5,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Japanese Studies,JS5206,Digital Technologies and Japanese Theatre,E1,7,1,0,0,0,0,0,1
Faculty of Arts & Social Sci,Malay Studies,MS5101,SOCIAL SCIENCE AND MALAY STUDIES,E1,2147483647,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Philosophy,PH6211,Advanced Epistemology,E1,4,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Philosophy,PH6770,GRADUATE RESEARCH SEMINAR,E1,12,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Political Science,PS5111,RESEARCH DESIGN IN POLITICAL SCIENCE,E1,16,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Political Science,PS5312,SEMINAR IN COMPARATIVE POLITICS,E1,11,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Political Science,PS6660,INDEPENDENT STUDY,LE1,21,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW5104,Management of Human Service Organizations,E1,20,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW5117B,Practice Research Capstone Seminar II,E1,8,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW5884,Topics in Social Work - Research,E1,21,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SWD5103,CONTEMPORARY SOCIAL WORK PRACTICE,E1,21,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SWD5105,SKILLS IN ADVANCED SOCIAL WORK PRACTICE,E1,22,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SWD5880D,Social Work in Healthcare Settings,E1,29,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology,SC5103,Qualitative Data Analysis,E1,13,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology,SC5218,Population Studies,E1,22,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology,SC6770,GRADUATE RESEARCH SEMINAR,E1,3,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology,SC6780,Professional Writing in Sociology and Anthropology,E1,22,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,SE5151,APPROACHES TO THE STUDY OF SOUTHEAST ASIA,E1,2147483647,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,SE5221,Landscapes of Southeast Asia,E1,2147483647,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,SE5222,THE ARTS IN CONTEMPORARY SOUTHEAST ASIA,E1,2147483647,1,1,0,0,0,0,0
Faculty of Engineering,Biomedical Engineering,BN5101,Biomedical Engineering Systems,L1,21,7,7,0,0,0,0,0
Faculty of Engineering,Biomedical Engineering,BN5210,BIOSENSORS AND BIOCHIPS,L1,24,2,2,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5010,Mathematical & Computing Methods for Chemical Engineers,L1,50,1,1,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5160,Advanced Topics in Catalysis,L1,17,4,4,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5172,BIOCHEMICAL ENGINEERING,L1,10,34,10,0,24,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5191,Project Engineering,L1,4,12,4,0,8,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5192,Future Fuel Options: Prospects and Technologies,L1,18,11,11,3,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5216,Electronic Materials and Energy Technologies,L1,6,24,6,0,18,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN5251,Membrane Science & Technology,L1,6,4,4,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN6162,ADVANCED POLYMERIC MATERIALS,L1,8,5,5,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,CN6251,MEMBRANE SCIENCE & TECHNOLOGY,L1,3,6,3,0,3,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5002,Fundamentals in Industrial Safety,L1,19,7,7,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5102,OCCUPATIONAL ERGONOMICS,L1,35,28,28,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5103,Biosafety and Biosecurity,L1,11,4,4,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5104,OCCUPATIONAL HEALTH,L1,11,2,2,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5106,Radiation Safety,L1,19,4,4,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5107,Industrial Ventilation,L1,18,6,6,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5108,Chemical Hazard Management,L1,20,3,3,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5202,Quantified Risk Analysis,L1,23,1,1,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5205,Crisis and Incident Management,L1,12,9,9,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5206,Human Factors in Process Safety,L1,17,5,5,0,0,0,0,0
Faculty of Engineering,Chemical & Biomolecular Eng,SH5402,"Advanced Safety, Health & Environment Management",L1,15,5,5,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5001,Research Project,L01,22,6,6,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5101,Seepage & Consolidation of Soils,L01,43,10,10,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5104,Underground Space,L01,29,12,11,0,0,0,0,1
Faculty of Engineering,Civil & Environmental Eng,CE5108,Earth Retaining Structures,L01,39,1,1,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5113,Geotechnical Investigation & Monitoring,L01,13,7,7,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5203,Traffic Flow & Control,L01,19,7,6,0,0,0,0,1
Faculty of Engineering,Civil & Environmental Eng,CE5208,Transport Infrastructure Asset Management,L01,12,15,11,0,3,0,0,1
Faculty of Engineering,Civil & Environmental Eng,CE5209,Transportation Data Analytics and Modeling,L01,20,7,5,0,0,0,1,1
Faculty of Engineering,Civil & Environmental Eng,CE5307A,Ocean Waves,L01,25,4,4,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5307B,Hydrodynamic Loads on Offshore Structures,L01,27,3,3,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5314,HEWRM Project,EL01,48,1,0,0,0,0,0,1
Faculty of Engineering,Civil & Environmental Eng,CE5316A,Water Resources for Smart and Liveable Cities: Introduction,L01,12,7,3,0,0,0,0,4
Faculty of Engineering,Civil & Environmental Eng,CE5316B,Water Resources Modeling for Urban Catchments,L01,8,3,1,0,0,0,0,2
Faculty of Engineering,Civil & Environmental Eng,CE5316C,Eco-hydrology,L01,11,1,1,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5510,Advanced Structural Concrete Design,L01,27,10,10,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5610,Assessment and Retrofit of Concrete Structures,L01,27,8,8,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE5806,Advanced Project Management with Lean Construction,L01,25,17,8,0,0,2,2,5
Faculty of Engineering,Civil & Environmental Eng,CE5807,Integrated Digital Delivery (IDD),L01,35,3,3,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE6001,OPERATIONS & MANAGEMENT OF INFRASTRUCTURE SYSTEMS,L01,15,3,1,0,0,0,0,2
Faculty of Engineering,Civil & Environmental Eng,CE6077A,Numerical methods in Civil Engineering,L01,12,10,9,0,0,0,0,1
Faculty of Engineering,Civil & Environmental Eng,CE6077B,Numerical Methods for Environmental Flows,L01,19,3,2,0,0,0,0,1
Faculty of Engineering,Civil & Environmental Eng,CE6077C,Numerical Methods and Applications to Civil Engineering Mechanics,L01,18,6,6,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,CE6999,DOCTORAL SEMINARS,EL01,90,3,0,0,0,0,0,3
Faculty of Engineering,Civil & Environmental Eng,ESE5001,Environmental Engineering Principles,L01,24,26,22,0,4,0,0,0
Faculty of Engineering,Civil & Environmental Eng,ESE5004,Research Project,L01,18,9,6,0,0,0,0,3
Faculty of Engineering,Civil & Environmental Eng,ESE5204,Toxic and Hazardous Waste Management,L01,32,32,30,0,1,0,0,1
Faculty of Engineering,Civil & Environmental Eng,ESE5301,Environmental Microbiology and Biotechnology,L01,31,29,29,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,ESE5602,Environmental Management Systems,L01,17,5,5,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,ESE5880A,Topics in Environmental Engineering: Chem. & Lab Safety,L01,17,14,14,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,ESE5999,GRADUATE SEMINARS,EL01,39,1,0,0,0,0,0,1
Faculty of Engineering,Civil & Environmental Eng,ESE6999,DOCTORAL SEMINARS,EL01,11,1,0,0,0,0,0,1
Faculty of Engineering,Civil & Environmental Eng,OT5202,Analysis & Design of Fixed Offshore Structures,L01,16,1,1,0,0,0,0,0
Faculty of Engineering,Civil & Environmental Eng,OT5207,Arctic Offshore Engineering,L01,16,2,2,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5027,Statistical Pattern Recognition,L01,15,3,3,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5060,Sensors and Instrumentation for Automation,L01,1,4,1,0,1,0,0,2
Faculty of Engineering,Electrical & Computer Eng,EE5061,Industrial Control and Programming,L01,1,2,1,0,1,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5062,Autonomous Systems,L01,10,8,8,1,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5101,LINEAR SYSTEMS,L01,13,16,2,0,14,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5103,Computer Control Systems,L01,15,29,2,0,27,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5110,Special Topics in Automation and Control,L01,6,27,6,0,21,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5111,Selected Topics in Industrial Control & Instrumentation,L01,8,36,1,0,35,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5131,Wireless Communications,L01,5,20,3,0,17,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5139,Information Theory and its Applications,L01,26,13,13,5,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5303,MICROWAVE ELECTRONICS,L01,37,54,31,0,23,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5308,ANTENNA ENGINEERING,L01,4,47,2,0,44,0,0,1
Faculty of Engineering,Electrical & Computer Eng,EE5434,Microelectronic Processes and Integration,L01,17,21,7,0,14,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5439,Micro/Nano Electromechanical Systems,L01,15,14,12,0,2,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5502,MOS DEVICES,L01,27,26,18,0,8,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5508,SEMICONDUCTOR FUNDAMENTALS,L01,28,3,3,2,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5518,VLSI DIGITAL CIRCUIT DESIGN,L01,18,15,6,0,9,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5702,ADVANCED POWER SYSTEM ANALYSIS,L01,31,2,2,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5703,Industrial Drives,L01,16,7,5,0,2,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5731,Visual Computing,L01,10,48,6,0,42,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5831,Electromagnetic Wave Theory,L01,8,23,3,0,20,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5902,Multiprocessor Systems,L01,53,20,20,1,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE5907,Pattern Recognition,L01,12,42,9,0,33,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE6110,Special Topics in Automation and Control (Advanced),L01,6,3,2,0,0,0,0,1
Faculty of Engineering,Electrical & Computer Eng,EE6131,Wireless Communications (Advanced),L01,10,1,1,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE6139,Information Theory and its Applications (Advanced),L01,14,1,1,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE6438,Magnetic materials and devices,L01,39,2,2,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,EE6733,Advanced Topics on Vision and Machine Learning,L01,21,5,5,0,0,0,0,0
Faculty of Engineering,Electrical & Computer Eng,ME5401,LINEAR SYSTEMS,L01,2147483647,9,6,0,3,0,0,0
Faculty of Engineering,Electrical & Computer Eng,ME5403,Computer Control Systems,L01,2147483647,9,9,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5001,OPERATIONS PLANNING AND CONTROL I,L1,12,19,12,0,6,0,0,1
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5004,Engineering Probability And Simulation,L1,19,1,1,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5005,Data Analytics for Industrial Engineers,L1,41,4,3,0,0,0,0,1
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5105,Modelling for Supply Chain Systems,L1,14,4,3,1,0,0,0,1
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5202,APPLIED FORECASTING METHODS,L1,4,9,4,0,5,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5203,Decision Analysis,L1,37,5,5,1,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5208,Systems Approach To Project Management,L1,1,14,1,0,3,0,0,10
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5213,Service Innovation And Management,L1,1,19,1,0,16,0,0,2
Faculty of Engineering,Industrial Systems Eng & Mgmt,IE5301,Human Factors In Engineering And Design,L1,7,8,7,0,1,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,MT5001,IP Management,L1,8,5,5,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,MT5006,Strategic & New Product Development,L1,26,2,2,2,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,MT5007,MANAGEMENT OF TECHNOLOGICAL INNOVATION,L1,8,1,1,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,MT5008,CORPORATE ENTREPRENEURSHIP,L1,10,1,1,1,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,MT5012,MARKETING OF HIGH- TECHNOLOGY PRODUCTS AND INNOVATIONS,L1,21,3,3,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,MT5020,Managing the Human elements of Technology Management,L1,14,2,2,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,MT5920,Enterprise Development,L1,28,1,1,0,0,0,0,0
Faculty of Engineering,Industrial Systems Eng & Mgmt,MTM5002,Port Logistics and Supply Chain,L1,1,1,0,0,0,0,0,1
Faculty of Engineering,Materials Science & Eng,MLE5001,Basics of Structures & Properties of Materials,L1,8,1,0,0,0,0,0,1
Faculty of Engineering,Materials Science & Eng,MLE5104,PHYSICAL PROPERTIES OF MATERIALS,L1,21,9,9,0,0,0,0,0
Faculty of Engineering,Materials Science & Eng,MLE5212,Energy Conversion & Storage,L1,45,24,24,0,0,0,0,0
Faculty of Engineering,Materials Science & Eng,MLE5213,Magnetic Materials,L1,104,8,8,0,0,0,0,0
Faculty of Engineering,Materials Science & Eng,MLE5216,Introduction to Microscopy for Material Research,L1,29,11,9,0,0,0,0,2
Faculty of Engineering,Materials Science & Eng,MLE6101,THERMODYNAMICS AND KINETICS OF MATERIALS,L1,69,7,7,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME5204,AIR CONDITIONING AND BUILDING AUTOMATION,L01,15,4,4,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME5405,Machine Vision,L01,4,27,4,0,23,0,0,0
Faculty of Engineering,Mechanical Engineering,ME5406,Deep Learning for Robotics,L01,38,3,3,1,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME5513,Fracture And Fatigue Of Materials,L01,21,9,9,4,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME5608,Additive and Non-Conventional Manufacturing Processes,L01,5,19,5,0,14,0,0,0
Faculty of Engineering,Mechanical Engineering,ME5608A,Principles and Processes of Additive Manufacturing,L01,5,5,5,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME5701,Mathematics for Engineering Research,L01,29,8,8,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME6101,RESEARCH TOPICS IN APPLIED MECHANICS,L01,22,1,1,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME6401,TOPICS IN MECHATRONICS 1,L01,4,5,4,0,1,0,0,0
Faculty of Engineering,Mechanical Engineering,ME6501,RESEARCH TOPICS IN MATERIALS SCIENCE,L01,37,7,7,0,0,0,0,0
Faculty of Engineering,Mechanical Engineering,ME6505,Engineering Materials in Medicine,L01,19,26,19,0,7,0,0,0
Faculty of Engineering,Mechanical Engineering,ME6608,Material processing of cell,L01,2,6,2,0,4,0,0,0
Faculty of Engineering,Mechanical Engineering,OT5102,Oil & Gas Technology,L01,42,6,6,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5004V,Aviation Law & Policy,E1,2147483647,1,1,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5007,BIOTECHNOLOGY LAW,E1,2147483647,3,3,2,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5008AV,Carriage of Goods By Sea,E1,2147483647,2,2,3,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5029BV,International Commercial Arbitration,E1,2147483647,21,7,0,14,0,0,0
Faculty of Law,FoL Dean's Office,LL5031V,International Environmental Law & Policy,E1,2147483647,3,3,2,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5032,INTERNATIONAL INVESTMENT LAW,E1,2147483647,20,6,0,14,0,0,0
Faculty of Law,FoL Dean's Office,LL5045V,Negotiation,E1,2147483647,2,1,0,1,0,0,0
Faculty of Law,FoL Dean's Office,LL5056BV,Tax Planning And Policy,E1,2147483647,5,5,2,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5060B,World Trade Law,E1,2147483647,5,5,4,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5063V,Business & Finance For Lawyers,E1,2147483647,10,6,0,4,0,0,0
Faculty of Law,FoL Dean's Office,LL5064V,Competition Law and Policy,E1,2147483647,4,4,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5065,COMPARATIVE CORPORATE GOVERNANCE,E1,2147483647,12,11,0,1,0,0,0
Faculty of Law,FoL Dean's Office,LL5067,COMPARATIVE CRIMINAL LAW,E1,2147483647,4,4,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5070V,Foundations Of Intellectual Property Law,E1,2147483647,4,4,3,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5071V,"International Patent Law, Policy and Practice",E1,2147483647,5,5,2,0,0,0,0
Faculty of Law,FoL Dean's Office,LL5076V,IT Law I,E1,2147483647,1,1,0,0,0,0,0
